Timestamp,Region,Model,rtReserveTime or preorder-email time ,Initial Valve Estimate,Your most recent pre-order estimated time,When did you receive your ready to order email?
3/28/2022 15:01:26,UK,512,1626455902,Q1,Q2,
3/28/2022 15:02:35,US,512,1627130601,After Q2,Q3,
3/28/2022 15:04:58,US,512,1626456627,Q1,Q2,
3/28/2022 15:09:07,UK,512,1626502616,After Q2,Q3,
3/28/2022 15:10:31,EU,256,1626775677,Q2,Q2,
3/28/2022 15:11:44,US,512,1626459409,Q2,Q3,
3/28/2022 15:19:55,UK,256,1626456944,Q1,Q2,
3/28/2022 15:25:33,EU,512,1626532151,Q2,Q2,
3/28/2022 15:30:55,US,256,1626455889,December,Q2,
3/28/2022 15:37:15,US,512,1626468211,After Q2,Q3,
3/28/2022 15:41:52,US,512,1626459900,Q2,Q3,
3/28/2022 15:42:21,EU,256,1626831621,Q2,Q2,
3/28/2022 15:55:04,EU,64,1626558140,Q1,Q2,
3/28/2022 15:56:32,EU,512,1642335780,After Q2,After Q3,
3/28/2022 16:01:05,EU,512,1626512615,Q1,Q2,
3/28/2022 16:05:22,US,512,1626562188,After Q2,Q3,
3/28/2022 16:06:34,US,256,1626468505,Q1,Q2,
3/28/2022 16:08:50,US,512,1626458736,Q2,Q2,
3/28/2022 16:09:43,UK,64,1626594063,Q1,Q2,
3/28/2022 16:10:30,US,256,1626464202,Q1,Q2,
3/28/2022 16:17:15,EU,512,1626560460,Q1,Q2,
3/28/2022 16:26:08,US,256,1646064047,After Q2,After Q3,
3/28/2022 16:33:09,US,512,1635642407,,After Q3,
3/28/2022 16:40:30,US,256,1626472693,Q1,Q2,
3/28/2022 16:44:54,US,256,1626455986,Q1,Q2,
3/28/2022 16:45:40,US,512,1626455547,Q1,Q2,
3/28/2022 17:02:33,US,512,1626457505,Q2,Q2,
3/28/2022 17:10:27,EU,256,1626464548,,Q2,
3/28/2022 17:11:31,US,256,1626455608,Q1,Q1,
3/28/2022 17:21:45,EU,512,1626466264,Q1,Q2,
3/28/2022 17:23:43,US,256,1626459060,Q1,Q2,
3/28/2022 17:30:22,US,512,1626456320,Q1,Q2,
3/28/2022 17:39:12,US,256,1626458131,Q1,Q2,
3/28/2022 17:44:19,EU,256,1626706871,Q2,Q2,
3/28/2022 18:01:37,US,512,1626455638,Q2,Q2,
3/28/2022 18:15:05,US,512,1626456185,Q2,Q2,
3/28/2022 18:15:12,EU,512,1626464646,December,Q2,
3/28/2022 18:27:41,US,64,1648256019,,After Q3,
3/28/2022 18:29:27,EU,256,1633365420,After Q2,After Q3,
3/28/2022 18:32:24,US,512,1626463500,After Q2,Q3,
3/28/2022 18:39:03,UK,512,1626462720,December,Q3,
3/28/2022 18:44:01,US,512,1631396660,After Q2,After Q3,
3/28/2022 18:48:44,US,256,1626455663,December,Q2,
3/28/2022 18:50:28,US,512,1626456157,Q1,Q2,
3/28/2022 19:06:18,US,256,1626549358,After Q2,Q3,
3/28/2022 19:13:10,US,256,1626457284,Q1,Q2,
3/28/2022 19:23:29,US,256,1626473186,Q2,Q2,
3/28/2022 19:33:50,US,512,1628357513,Q2,After Q3,
3/28/2022 19:42:51,US,512,1626459244,Q1,Q2,
3/28/2022 19:54:06,US,512,1626456705,Q1,Q2,
3/28/2022 19:57:56,US,512,1626455533,Q1,Q2,
3/28/2022 20:04:47,US,512,1626826128,After Q2,Q3,
3/28/2022 20:38:42,US,256,1626479252,After Q2,Q3,
3/28/2022 21:00:23,US,512,1626458590,Q2,Q2,
3/28/2022 21:13:17,US,512,1626455236,Q2,Q2,
3/28/2022 21:13:36,US,256,1626460586,Q1,Q2,
3/28/2022 21:19:32,US,256,1626663947,Q1,Q3,
3/28/2022 21:19:43,US,512,1626455592,Q2,Q2,
3/28/2022 21:27:31,US,64,1626459131,Q2,Q2,
3/28/2022 21:51:13,US,512,1626622349,After Q2,Q3,
3/28/2022 22:04:17,US,512,1626455256,Q1,Q2,
3/28/2022 22:13:42,US,64,1626467321,Q2,Q2,
3/28/2022 22:22:38,US,256,1626458659,Q1,Q2,
3/28/2022 22:27:53,US,256,1626463158,Q2,Q2,
3/28/2022 22:32:07,US,512,1626455889,Q2,Q2,
3/28/2022 22:32:53,US,64,1626479554,Q2,Q2,
3/28/2022 22:52:37,US,256,1644292796,After Q2,After Q3,
3/28/2022 22:55:33,US,512,1626455553,Q1,Q2,
3/28/2022 23:18:24,US,512,1626458711,Q2,Q2,
3/29/2022 0:25:32,US,256,1626540033,After Q2,Q3,
3/29/2022 0:35:43,US,512,1626486556,After Q2,Q3,
3/29/2022 0:40:34,US,512,1626455785,Q2,Q2,
3/29/2022 1:02:14,EU,512,1626600129,Q2,Q2,
3/29/2022 1:05:15,US,64,1626456981,Q2,Q2,
3/29/2022 1:43:17,EU,512,1626459370,Q1,Q2,
3/29/2022 2:14:06,US,512,1626465733,After Q2,Q3,
3/29/2022 2:23:58,EU,256,1627376919,Q2,Q3,
3/29/2022 2:25:53,EU,64,1626556637,Q1,Q2,
3/29/2022 2:30:18,US,512,1626457295,Q1,Q2,
3/29/2022 3:03:29,EU,256,1626457600,Q1,Q1,1648485480
3/29/2022 3:13:19,EU,512,1626456900,Q1,Q2,
3/29/2022 3:17:00,EU,512,1626458128,Q2,Q2,
3/29/2022 3:33:16,UK,512,1626456338,Q2,Q2,
3/29/2022 4:17:04,EU,256,1626457842,Q2,Q2,
3/29/2022 4:21:44,US,256,1626456159,Q2,Q2,
3/29/2022 4:41:51,EU,512,1627636766,Q2,Q3,
3/29/2022 6:23:41,US,256,1626467376,Q1,Q2,
3/29/2022 6:34:08,US,512,1626456984,Q2,Q2,
3/29/2022 6:36:49,US,256,1626470551,Q2,Q2,
3/29/2022 7:51:24,US,256,1626456991,Q1,Q2,
3/29/2022 8:17:56,US,256,1626463347,Q2,Q2,
3/29/2022 8:33:55,EU,512,1647717961,,After Q3,
3/29/2022 9:08:53,UK,512,1626455238,Q1,Q2,
3/29/2022 9:11:57,US,512,1626467608,After Q2,Q3,
3/29/2022 9:15:07,US,512,1626456966,Q2,Q2,
3/29/2022 9:28:58,UK,512,1626455380,Q2,Q2,
3/29/2022 9:43:20,US,512,1626455772,Q1,Q2,
3/29/2022 9:47:29,UK,512,1626459360,December,Q3,
3/29/2022 9:50:46,UK,512,1626456964,Q1,Q2,
3/29/2022 10:04:16,US,256,1626461428,Q2,Q2,
3/29/2022 10:16:07,UK,512,1626459060,Q1,Q2,
3/29/2022 10:26:03,EU,256,1640124919,After Q2,After Q3,
3/29/2022 10:34:04,UK,256,1626456317,Q1,Q2,
3/29/2022 10:47:45,EU,256,1626712678,Q1,Q2,
3/29/2022 10:54:46,US,512,1626477784,After Q2,Q3,
3/29/2022 10:57:55,US,256,1626461990,Q2,Q2,
3/29/2022 10:59:35,US,512,1626479316,Q2,Q3,
3/29/2022 11:01:29,US,512,1626459367,Q2,Q2,
3/29/2022 11:09:21,US,512,1626465474,Q2,Q3,
3/29/2022 11:10:54,EU,64,1626520877,Q1,Q2,
3/29/2022 11:31:16,US,512,1626455763,Q1,Q2,
3/29/2022 12:07:53,US,256,1626462831,Q1,Q2,
3/29/2022 12:20:57,EU,256,1626458738,Q1,Q2,
3/29/2022 12:23:05,UK,512,1626457659,After Q2,Q3,
3/29/2022 12:26:00,US,256,1626465420,Q2,Q2,
3/29/2022 12:32:33,US,512,1626457660,Q1,Q2,
3/29/2022 12:50:44,EU,512,1635694969,After Q2,After Q3,
3/29/2022 12:54:27,US,512,1626878589,After Q2,Q3,
3/29/2022 13:09:54,US,64,1626456337,Q1,Q2,
3/29/2022 13:21:27,US,512,1626455563,Q1,Q2,
3/29/2022 13:22:28,EU,512,1623875040,Q1,Q2,
3/29/2022 13:33:48,US,512,1626455900,December,Q2,
3/29/2022 13:38:10,US,512,1626732610,After Q2,Q3,
3/29/2022 13:44:42,US,64,1632550371,After Q2,After Q3,
3/29/2022 13:46:42,US,512,1626456185,Q1,Q2,
3/29/2022 14:07:59,EU,512,1626455715,Q1,Q2,
3/29/2022 14:23:15,EU,256,1626458082,Q2,Q2,
3/29/2022 14:28:22,US,256,1626460070,Q2,Q2,
3/29/2022 14:41:52,EU,64,1648582558,December,Q2,1648582558
3/29/2022 14:48:04,EU,256,1626464284,Q2,Q2,
3/29/2022 15:54:14,US,512,1626456519,Q2,Q2,
3/29/2022 16:02:52,US,512,1626464948,Q2,Q3,
3/29/2022 16:08:45,US,512,1626495597,Q1,Q2,
3/29/2022 16:16:10,US,256,1626456523,Q2,Q2,
3/29/2022 16:42:56,US,512,1626458351,Q2,Q2,
3/29/2022 16:57:18,US,512,1626455868,Q2,Q2,
3/29/2022 17:45:16,US,512,1626459179,Q1,Q2,
3/29/2022 18:20:07,US,256,1626858240,After Q2,Q3,
3/29/2022 18:33:58,UK,512,1629508797,After Q2,After Q3,
3/29/2022 18:56:00,US,64,1626461984,Q2,Q2,
3/29/2022 19:29:26,US,512,1626459125,Q1,Q2,
3/29/2022 20:35:37,US,512,1626457293,Q2,Q2,
3/29/2022 21:25:10,US,512,1626459423,After Q2,Q3,
3/29/2022 21:25:20,US,256,1626468403,Q1,Q2,
3/30/2022 0:13:12,US,512,1626479394,After Q2,Q3,
3/30/2022 3:48:13,UK,512,1626470103,After Q2,Q3,
3/30/2022 6:28:35,US,512,1626456172,Q1,Q2,
3/30/2022 6:39:01,EU,256,1626454969,Q2,Q3,
3/30/2022 6:43:11,EU,512,1626458743,Q1,Q2,
3/30/2022 7:10:25,US,512,1626915738,December,Q3,
3/30/2022 7:53:12,US,64,1648530497,After Q2,Q3,
3/30/2022 8:10:15,US,512,1643548075,After Q2,After Q3,
3/30/2022 8:19:52,EU,256,1657996021,Q1,Q2,
3/30/2022 8:23:30,EU,512,1626612075,Q1,Q2,
3/30/2022 8:26:19,UK,256,1626459420,Q1,Q2,
3/30/2022 8:27:22,UK,512,1626459389,Q2,Q3,
3/30/2022 8:34:30,UK,64,1626462108,Q1,Q2,
3/30/2022 8:36:35,UK,512,1626455340,Q1,Q2,
3/30/2022 9:00:31,EU,512,1628678827,December,After Q3,
3/30/2022 9:02:30,UK,512,1633248894,After Q2,After Q3,
3/30/2022 9:26:17,US,256,1626456525,After Q2,Q2,
3/30/2022 9:42:39,UK,256,1626457653,Q1,Q2,
3/30/2022 9:59:27,UK,256,1626455512,Q2,Q2,
3/30/2022 10:08:27,EU,256,1626462246,Q1,Q2,
3/30/2022 10:09:13,EU,256,1626471448,Q1,Q2,
3/30/2022 10:15:26,EU,256,1626496297,Q2,Q2,
3/30/2022 10:55:05,EU,512,1626462124,Q1,Q2,
3/30/2022 10:58:46,US,256,1626455340,Q2,Q2,
3/30/2022 11:16:14,US,512,1626455705,Q1,Q2,
3/30/2022 11:23:20,US,256,1626594300,After Q2,Q3,
3/30/2022 11:32:21,US,256,1626797763,Q2,Q3,
3/30/2022 11:34:54,UK,256,1626459130,Q1,Q2,
3/30/2022 12:26:58,US,512,1626471482,Q2,Q3,
3/30/2022 12:28:23,EU,256,1626459363,Q1,Q2,
3/30/2022 13:17:44,US,512,1626455919,Q1,Q2,
3/30/2022 13:42:05,US,512,1626470666,Q2,Q3,
3/30/2022 13:54:30,US,512,1647191342,After Q2,After Q3,
3/30/2022 13:59:24,US,256,1626460584,Q2,Q2,
3/30/2022 14:02:34,EU,512,1626456715,Q1,Q2,
3/30/2022 14:14:45,US,512,1626456115,Q2,Q2,
3/30/2022 15:15:24,US,512,1626464117,Q2,Q3,
3/30/2022 15:34:57,US,256,1626472379,Q2,Q2,
3/30/2022 16:11:48,EU,256,1626457298,Q1,Q1,1648485420
3/30/2022 17:55:53,US,512,1626455661,Q1,Q2,
3/30/2022 18:05:41,EU,512,1626465703,Q2,Q2,
3/30/2022 18:30:58,US,64,1626467138,Q1,Q2,
3/30/2022 18:37:48,US,256,1658077873,After Q2,Q3,
3/30/2022 19:53:06,US,512,1626459360,Q2,Q2,
3/30/2022 20:35:55,US,256,1626473942,Q2,Q2,
3/30/2022 20:44:39,US,512,1626559140,After Q2,Q2,
3/30/2022 21:00:33,US,256,1626460070,,,
3/30/2022 21:42:50,US,64,1626462730,Q1,Q2,
3/31/2022 1:39:35,EU,256,1626463139,Q1,Q2,
3/31/2022 2:16:48,EU,256,1626594764,Q2,Q2,
3/31/2022 2:20:34,US,512,1626455661,Q1,Q2,
3/31/2022 2:38:01,US,512,1626456348,Q1,Q2,
3/31/2022 3:26:29,US,64,1627671447,After Q2,After Q3,
3/31/2022 3:32:24,EU,512,1626538061,Q2,Q2,
3/31/2022 6:37:06,US,512,1626457059,Q2,Q2,
3/31/2022 8:49:18,EU,256,1626459138,,Q2,
3/31/2022 9:08:08,UK,512,1626463478,Q2,Q3,
3/31/2022 9:33:34,US,512,1627596783,After Q2,Q3,
3/31/2022 10:12:02,US,64,1643300332,After Q2,After Q3,
3/31/2022 10:23:03,UK,512,1626703624,After Q2,Q3,
3/31/2022 10:23:53,US,256,1626457260,Q1,Q2,
3/31/2022 10:36:44,US,512,1626457992,Q2,Q2,
3/31/2022 10:53:39,EU,512,1626515985,Q2,Q2,
3/31/2022 10:58:25,US,256,1626473374,Q2,Q2,
3/31/2022 11:28:49,EU,512,1626962303,Q1,Q2,
3/31/2022 11:31:42,UK,512,1626455833,Q2,Q2,
3/31/2022 12:04:55,EU,64,1626805148,,Q2,
3/31/2022 12:07:11,US,512,1626456182,Q1,Q2,
3/31/2022 12:15:32,US,512,1626455525,Q2,Q2,
3/31/2022 12:31:50,US,512,1626456179,Q2,Q2,
3/31/2022 12:32:59,EU,64,1628374168,After Q2,Q3,
3/31/2022 12:50:18,US,64,1626469754,Q1,Q2,
3/31/2022 12:51:21,US,512,1626457260,After Q2,Q3,
3/31/2022 13:01:51,EU,512,1626459134,Q1,Q2,
3/31/2022 13:15:28,EU,512,1627755721,After Q2,Q3,
3/31/2022 13:18:03,EU,256,1626476905,After Q2,Q3,
3/31/2022 13:22:25,EU,512,1640304864,After Q2,After Q3,
3/31/2022 13:24:31,US,256,1626467922,Q2,Q2,
3/31/2022 13:25:32,EU,512,1626459136,Q2,Q2,
3/31/2022 13:32:02,EU,512,1626471600,Q1,Q2,
3/31/2022 13:34:28,US,256,1626463182,Q2,Q2,
3/31/2022 13:43:41,UK,512,1626457876,After Q2,Q3,
3/31/2022 13:44:12,US,64,1626557223,After Q2,Q3,
3/31/2022 14:03:38,US,512,1626455767,Q2,Q2,
3/31/2022 14:10:52,US,256,1626485565,After Q2,Q3,
3/31/2022 14:15:04,EU,256,1626461092,Q2,Q2,
3/31/2022 14:15:21,UK,512,1626459900,Q2,Q2,
3/31/2022 14:22:33,EU,256,1626464007,Q2,Q2,
3/31/2022 14:23:18,EU,256,1626458736,Q1,Q2,
3/31/2022 14:31:07,EU,512,1644501645,After Q2,After Q3,
3/31/2022 15:13:37,US,256,1626462982,Q1,Q2,
3/31/2022 15:15:00,US,512,1626637607,Q2,Q3,
3/31/2022 15:16:53,US,256,1626456156,Q1,Q2,
3/31/2022 15:17:02,US,64,1626465936,Q1,Q2,
3/31/2022 15:20:43,US,512,1626457523,Q1,Q2,
3/31/2022 15:42:59,US,64,1626466768,Q2,Q2,
3/31/2022 15:51:01,UK,512,1628538545,After Q2,After Q3,
3/31/2022 15:55:39,US,256,1648737001,Q1,Q2,
3/31/2022 16:16:48,US,256,1626458741,Q2,Q2,
3/31/2022 16:36:22,US,512,1626456960,Q1,Q2,
3/31/2022 16:42:26,UK,512,1626455650,Q2,Q2,
3/31/2022 16:46:43,US,512,1626459090,Q1,Q2,
3/31/2022 16:55:58,US,512,1626456994,Q1,Q2,
3/31/2022 17:07:48,EU,512,1628592345,After Q2,After Q3,
3/31/2022 17:12:12,UK,256,1644677525,After Q2,After Q3,
3/31/2022 17:14:57,UK,256,1626456097,Q2,Q2,
3/31/2022 17:21:51,EU,64,1626479275,Q1,Q1,1648485180
3/31/2022 17:26:46,UK,512,1627064797,After Q2,Q3,
3/31/2022 17:27:44,US,512,1626455640,Q1,Q2,
3/31/2022 17:41:41,US,64,1626471802,,Q2,
3/31/2022 17:51:20,US,256,1626456202,Q1,Q2,
3/31/2022 18:17:01,US,512,1626460517,After Q2,Q3,
3/31/2022 18:27:21,EU,512,1626477969,Q1,Q2,
3/31/2022 18:52:17,US,512,1626469729,December,Q3,
3/31/2022 19:22:52,US,512,1646636969,,After Q3,
3/31/2022 19:45:29,US,512,1626461075,Q2,Q3,
3/31/2022 19:56:32,US,256,1626466005,Q1,Q2,
3/31/2022 20:01:28,US,256,1626474611,Q2,Q2,
3/31/2022 20:03:30,US,512,1626455253,Q1,Q2,
3/31/2022 20:25:29,US,64,1626464766,Q1,Q2,
3/31/2022 20:50:33,US,512,1626457239,Q1,Q2,
3/31/2022 20:51:10,US,64,1646578905,After Q2,After Q3,
3/31/2022 21:04:40,US,256,1626471992,Q1,Q2,
3/31/2022 21:42:31,US,512,1626467308,After Q2,Q3,
3/31/2022 21:43:40,US,512,1626462300,After Q2,Q3,
3/31/2022 22:07:39,US,256,1626665600,After Q2,Q3,
3/31/2022 22:16:58,UK,256,1626456713,Q2,Q2,
3/31/2022 22:51:38,US,512,1626457652,Q1,Q2,
3/31/2022 22:54:09,US,512,1626456520,Q2,Q2,
3/31/2022 23:00:17,US,256,1626462606,Q2,Q2,
3/31/2022 23:12:45,US,512,1626455246,Q2,Q2,
3/31/2022 23:35:15,US,64,1645390646,After Q2,After Q3,
3/31/2022 23:48:48,US,256,1626456181,,Q2,
4/1/2022 0:25:07,EU,512,1627326942,After Q2,Q3,
4/1/2022 0:41:04,US,256,1626478366,Q2,Q2,
4/1/2022 1:29:27,EU,256,1626629972,Q2,Q2,
4/1/2022 1:38:54,US,512,1626455705,Q1,Q2,
4/1/2022 2:53:04,EU,512,1626467741,Q1,Q2,
4/1/2022 3:37:51,EU,256,1626472320,Q1,Q2,
4/1/2022 4:24:28,EU,512,1626518218,Q2,Q2,
4/1/2022 5:14:19,EU,256,1633014269,After Q2,After Q3,
4/1/2022 5:16:56,US,256,1626459135,Q1,Q2,
4/1/2022 6:11:25,UK,512,1626529450,Q2,Q3,
4/1/2022 6:46:11,EU,256,1646916913,,After Q3,
4/1/2022 6:47:14,US,512,1626455983,December,Q2,
4/1/2022 9:28:12,EU,512,1638627900,Q2,After Q3,
4/1/2022 9:39:23,UK,256,1626454980,Q2,Q2,
4/1/2022 10:04:01,US,512,1626458732,Q1,Q2,
4/1/2022 10:32:35,EU,512,1626674264,Q2,Q2,
4/1/2022 10:36:37,US,512,1626458520,Q2,Q2,
4/1/2022 10:44:05,US,256,1626458738,Q2,Q2,
4/1/2022 10:45:01,US,512,1626458174,Q1,Q2,
4/1/2022 10:49:54,EU,512,1626555344,Q1,Q2,
4/1/2022 11:12:03,US,512,1629507437,After Q2,After Q3,
4/1/2022 11:59:07,EU,256,1626460472,Q1,Q2,
4/1/2022 12:28:13,US,512,1626458729,Q2,Q2,
4/1/2022 12:37:02,US,512,1626459125,Q1,Q2,
4/1/2022 12:41:12,US,512,1626455592,Q2,Q2,
4/1/2022 13:55:26,US,512,1626456597,Q1,Q2,
4/1/2022 14:58:41,US,512,1626491310,Q2,Q3,
4/1/2022 15:02:57,UK,512,1627060062,Q2,Q3,
4/1/2022 15:06:03,US,64,1626468074,Q1,Q2,
4/1/2022 15:10:47,US,512,1645830513,Q2,After Q3,
4/1/2022 15:26:24,US,512,1627487935,Q2,Q3,
4/1/2022 15:52:19,US,512,1626457067,Q1,Q2,
4/1/2022 15:52:42,US,512,1626481160,Q1,Q3,
4/1/2022 16:04:40,US,512,1626461107,After Q2,Q3,
4/1/2022 16:09:47,US,512,1626465265,Q2,Q3,
4/1/2022 16:32:35,US,512,1626484920,Q1,Q2,
4/1/2022 16:58:31,US,512,1626455595,Q2,Q2,
4/1/2022 16:59:14,US,256,1626455732,Q1,Q2,
4/1/2022 18:27:50,US,64,1626486195,Q2,Q3,
4/1/2022 18:56:47,EU,256,1633611663,Q2,After Q3,
4/1/2022 18:59:41,EU,512,1626467475,Q2,Q2,
4/1/2022 19:00:21,US,64,1626580761,Q2,Q3,
4/1/2022 20:14:58,US,256,1629841083,Q2,After Q3,
4/1/2022 21:08:11,US,256,1626460020,Q1,Q2,
4/1/2022 21:36:09,US,64,1626457836,Q2,Q2,
4/1/2022 21:46:03,US,512,1626466766,Q2,Q3,
4/1/2022 22:46:40,US,512,1626456331,Q1,Q2,
4/1/2022 23:24:48,US,256,1626459134,Q1,Q2,
4/2/2022 1:59:45,US,512,1626456000,Q2,Q2,
4/2/2022 2:12:45,EU,512,1626463852,Q2,Q2,
4/2/2022 2:42:35,EU,512,1626710927,December,Q2,
4/2/2022 2:42:40,US,512,1626455340,Q1,Q2,
4/2/2022 4:02:12,EU,256,1626589385,Q2,Q2,
4/2/2022 4:42:49,EU,512,1626461651,Q1,Q2,
4/2/2022 6:31:24,EU,256,1626511109,Q2,Q2,
4/2/2022 6:38:54,EU,512,1626466649,Q1,Q2,
4/2/2022 6:53:20,EU,512,1626677820,Q2,Q2,
4/2/2022 9:14:27,US,512,1626457298,Q2,Q2,
4/2/2022 9:17:13,EU,512,1626459405,Q1,Q2,
4/2/2022 9:32:11,US,256,1626456160,Q1,Q2,
4/2/2022 9:58:20,EU,512,1626470795,Q1,Q2,
4/2/2022 10:06:01,US,64,1626639539,Q1,Q3,
4/2/2022 10:08:44,UK,512,1626455266,Q1,Q2,
4/2/2022 10:18:16,US,512,1626458520,Q2,Q2,
4/2/2022 10:21:35,US,512,1626456335,Q1,Q2,
4/2/2022 10:22:47,EU,512,1626514013,December,Q2,
4/2/2022 10:25:20,EU,512,1626467040,Q2,Q2,
4/2/2022 10:31:49,US,256,1626478179,Q2,Q2,
4/2/2022 10:49:04,US,256,1626463979,Q2,Q2,
4/2/2022 10:53:46,US,256,1626459894,Q1,Q2,
4/2/2022 11:05:55,US,64,1626457631,Q2,Q2,
4/2/2022 11:27:31,US,512,1626455599,Q2,Q2,
4/2/2022 11:38:25,US,512,1626456189,Q1,Q2,
4/2/2022 11:39:49,US,512,1626457869,Q2,Q2,
4/2/2022 11:40:15,US,256,1647578204,,After Q3,
4/2/2022 11:40:59,EU,512,1626459139,Q1,Q2,
4/2/2022 11:41:02,EU,512,1626466641,Q1,Q2,
4/2/2022 11:54:40,US,256,1626473436,Q1,Q2,
4/2/2022 12:03:27,EU,512,1626484649,Q1,Q2,
4/2/2022 12:22:34,US,64,1626457057,Q2,Q2,
4/2/2022 12:30:12,EU,512,1626462783,Q1,Q2,
4/2/2022 12:32:52,US,512,1626457340,Q1,Q2,
4/2/2022 12:37:57,EU,512,1626458070,Q2,Q2,
4/2/2022 12:38:04,US,256,1626461987,Q2,Q2,
4/2/2022 12:47:31,US,512,1626456177,Q2,Q2,
4/2/2022 12:48:57,US,512,1626467523,After Q2,Q3,
4/2/2022 12:49:41,EU,512,1644259294,After Q2,After Q3,
4/2/2022 13:01:56,US,64,1645990343,After Q2,After Q3,
4/2/2022 13:04:08,US,64,1626481581,Q2,Q2,
4/2/2022 13:13:43,US,512,1626990791,Q2,Q3,
4/2/2022 13:25:31,US,256,1626456177,Q2,Q2,
4/2/2022 13:26:40,US,256,1626455460,Q1,Q2,
4/2/2022 13:36:44,US,256,1626455896,December,Q2,
4/2/2022 13:41:25,US,256,1626455893,December,Q2,
4/2/2022 13:48:38,US,64,1626457288,December,Q2,
4/2/2022 13:56:23,US,512,1626455919,Q1,Q2,
4/2/2022 14:14:56,US,512,1626825076,After Q2,Q3,
4/2/2022 14:17:15,EU,256,1626688457,Q2,Q2,
4/2/2022 14:29:55,US,256,1626470280,Q1,Q2,
4/2/2022 14:46:11,UK,256,1626455880,December,Q2,
4/2/2022 14:50:31,US,256,1626467475,Q1,Q2,
4/2/2022 15:47:24,EU,256,1626460524,Q1,Q2,
4/2/2022 16:30:21,US,256,1626459367,Q1,Q2,
4/2/2022 16:37:26,EU,512,1626942120,Q1,Q2,
4/2/2022 17:23:17,US,256,1626456176,Q2,Q2,
4/2/2022 18:19:19,EU,256,1626459395,Q1,Q2,
4/2/2022 18:38:31,US,512,1626834163,Q2,Q3,
4/2/2022 20:39:30,US,512,1626455919,Q2,Q2,
4/2/2022 20:44:26,US,256,1629007777,,After Q3,
4/2/2022 23:27:34,US,256,1626458379,Q1,Q2,
4/2/2022 23:48:03,US,256,1648961238,Q1,Q2,
4/3/2022 0:04:12,US,512,1626456008,Q1,Q2,
4/3/2022 0:12:53,US,256,1626457287,Q2,Q2,
4/3/2022 0:44:04,US,64,1626468755,Q2,Q2,
4/3/2022 0:55:43,US,512,1626455238,Q1,Q2,
4/3/2022 1:28:16,EU,512,1626517200,Q2,Q2,
4/3/2022 1:37:57,US,512,1626456338,Q2,Q2,
4/3/2022 2:30:20,US,512,1626464014,After Q2,After Q3,
4/3/2022 3:34:34,US,512,1626455293,Q1,Q2,
4/3/2022 4:13:44,US,256,1626455835,Q1,Q2,
4/3/2022 6:48:40,US,512,1626626215,After Q2,Q3,
4/3/2022 6:57:34,US,512,1626455243,Q2,Q2,
4/3/2022 7:23:29,EU,256,1626457674,Q2,Q2,
4/3/2022 7:36:07,US,512,1626456124,Q2,Q2,
4/3/2022 8:03:47,UK,64,1626466115,Q2,Q2,
4/3/2022 8:21:43,US,512,1626458594,Q2,Q2,
4/3/2022 8:34:30,US,512,1626472497,After Q2,Q3,
4/3/2022 9:22:52,EU,512,1626508496,Q1,Q2,
4/3/2022 9:27:26,US,512,1626471160,After Q2,Q3,
4/3/2022 9:53:51,US,256,1626481070,After Q2,Q3,
4/3/2022 10:08:36,EU,512,1626665224,Q1,Q2,
4/3/2022 11:01:58,EU,512,1649001662,Q1,Q2,
4/3/2022 11:44:41,EU,512,1626457090,December,Q2,
4/3/2022 11:54:36,US,512,1626459097,Q1,Q2,
4/3/2022 11:57:17,US,256,1626476227,Q1,Q2,
4/3/2022 12:36:57,US,256,1626455760,Q2,Q2,
4/3/2022 12:36:59,US,64,1627356738,After Q2,Q3,
4/3/2022 12:40:24,UK,256,1626464005,Q1,Q2,
4/3/2022 12:46:09,EU,512,1627499111,Q2,Q3,
4/3/2022 12:47:23,EU,512,1626473138,Q2,Q2,
4/3/2022 12:51:49,US,512,1626455640,Q1,Q2,
4/3/2022 13:12:02,US,64,1626473550,Q2,Q2,
4/3/2022 13:14:30,EU,256,1626467530,Q2,Q2,
4/3/2022 13:29:05,UK,512,1626457055,Q2,Q2,
4/3/2022 14:21:34,US,512,1626461811,After Q2,Q3,
4/3/2022 14:47:55,US,512,1626456562,Q1,Q2,
4/3/2022 14:53:33,US,512,1626455514,Q1,Q2,
4/3/2022 15:07:23,US,512,1647539392,,After Q3,
4/3/2022 15:11:16,US,512,1626483840,Q2,Q3,
4/3/2022 15:25:22,EU,512,1626518603,Q1,Q2,
4/3/2022 15:49:20,US,512,1626456097,Q2,Q2,
4/3/2022 15:55:27,US,256,1626457657,Q2,Q2,
4/3/2022 15:57:42,EU,512,1626849664,Q2,Q2,
4/3/2022 16:54:27,US,256,1626478139,Q1,Q2,
4/3/2022 17:08:34,UK,512,1626455590,Q1,Q2,
4/3/2022 17:20:16,US,512,1626455704,Q1,Q2,
4/3/2022 17:25:56,US,512,1628321905,After Q2,After Q3,
4/3/2022 17:26:50,US,256,1626455820,Q2,Q2,
4/3/2022 17:49:42,US,64,1626474639,Q2,Q2,
4/3/2022 17:52:16,US,512,1626455997,Q2,Q2,
4/3/2022 17:59:29,UK,512,1626455391,Q1,Q2,
4/3/2022 18:00:02,US,512,1626459131,Q1,Q2,
4/3/2022 18:16:28,US,512,1626457280,Q1,Q2,
4/3/2022 18:23:56,EU,512,1626563324,Q2,Q2,
4/3/2022 18:34:02,UK,512,1626460080,December,Q2,
